iter	Passed	Remaining
1655	83475	17340
1656	83518	17288
1657	83559	17236
1658	83600	17183
1659	83643	17131
1660	83688	17080
1661	83730	17028
1662	83775	16976
1663	83854	16932
1664	83920	16884
1665	83987	16837
1666	84033	16786
1667	84082	16735
1668	84123	16683
1669	84166	16631
1670	84209	16579
1671	84248	16527
1672	84295	16476
1673	84361	16428
1674	84490	16393
1675	84540	16343
1676	84587	16292
1677	84626	16239
1678	84672	16188
1679	84719	16137
1680	84765	16085
1681	84809	16034
1682	84853	15982
1683	84903	15932
1684	84973	15885
1685	85046	15839
1686	85105	15790
1687	85149	15738
1688	85192	15686
1689	85230	15634
1690	85283	15584
1691	85327	15532
1692	85369	15480
1693	85417	15429
1694	85500	15385
1695	85608	15344
1696	85662	15295
1697	85700	15242
1698	85747	15191
1699	85799	15141
1700	85843	15089
1701	85882	15036
1702	85933	14986
1703	85980	14935
1704	86028	14884
1705	86090	14836
1706	86157	14788
1707	86235	14742
1708	86282	14691
1709	86325	14639
1710	86373	14589
1711	86413	14536
1712	86455	14484
1713	86500	14433
1714	86547	14382
1715	86622	14336
1716	86737	14296
1717	86789	14246
1718	86840	14195
1719	86881	14143
1720	86931	14092
1721	86974	14041
1722	87019	13989
1723	87061	13937
1724	87104	13886
1725	87151	13835
1726	87224	13788
1727	87293	13740
1728	87366	13693
1729	87404	13641
1730	87450	13589
1731	87485	13537
1732	87526	13485
1733	87560	13431
1734	87606	13380
1735	87646	13328
1736	87689	13277
1737	87777	13232
1738	87893	13191
1739	87941	13140
1740	87978	13088
1741	88024	13036
1742	88069	12985
1743	88106	12933
1744	88150	12881
1745	88199	12830
1746	88244	12779
1747	88285	12727
1748	88361	12680
1749	88437	12633
1750	88492	12583
1751	88537	12532
1752	88582	12481
1753	88623	12429
1754	88666	12377
1755	88707	12326
1756	88761	12276
1757	88808	12225
1758	88880	12177
1759	88991	12135
1760	89059	12087
1761	89108	12036
1762	89156	11985
1763	89195	11933
1764	89236	11881
1765	89283	11830
1766	89324	11778
1767	89364	11726
1768	89405	11674
1769	89475	11626
1770	89528	11576
1771	89605	11529
1772	89718	11486
1773	89796	11439
1774	89892	11394
1775	90015	11353
1776	90201	11319
1777	90279	11272
1778	90327	11221
1779	90378	11170
1780	90431	11119
1781	90495	11070
1782	90552	11020
1783	90599	10969
1784	90650	10918
1785	90737	10872
1786	90834	10826
1787	90916	10779
1788	91001	10732
1789	91090	10686
1790	91172	10639
1791	91346	10602
1792	91407	10552
1793	91449	10500
1794	91485	10448
1795	91532	10396
1796	91570	10344
1797	91612	10292
1798	91657	10240
1799	91699	10188
1800	91737	10136
1801	91779	10084
1802	91834	10034
1803	91904	9985
1804	91960	9934
1805	92020	9884
1806	92061	9832
1807	92103	9780
1808	92147	9729
1809	92185	9676
1810	92223	9624
1811	92267	9573
1812	92307	9520
1813	92398	9474
1814	92531	9431
1815	92618	9384
1816	92716	9337
1817	92760	9286
1818	92811	9235
1819	92866	9184
1820	92914	9133
1821	92964	9082
1822	93029	9032
1823	93098	8983
1824	93149	8932
1825	93193	8880
1826	93238	8828
1827	93282	8777
1828	93328	8725
1829	93371	8673
1830	93420	8622
1831	93457	8570
1832	93519	8520
1833	93668	8478
1834	93760	8430
1835	93836	8381
1836	93911	8332
1837	93958	8281
1838	94001	8229
1839	94050	8178
1840	94086	8125
1841	94131	8074
1842	94178	8022
1843	94248	7973
1844	94323	7924
1845	94371	7872
1846	94421	7821
1847	94464	7769
1848	94508	7718
1849	94553	7666
1850	94604	7615
1851	94652	7564
1852	94795	7520
1853	94855	7469
1854	94900	7418
1855	94951	7366
1856	94993	7315
1857	95041	7263
1858	95083	7211
1859	95127	7160
1860	95169	7108
1861	95222	7057
1862	95277	7006
1863	95360	6957
1864	95431	6907
1865	95526	6859
1866	95601	6810
1867	95663	6759
1868	95711	6708
1869	95782	6658
1870	95956	6615
1871	96035	6566
1872	96128	6518
1873	96211	6468
1874	96292	6419
1875	96367	6369
1876	96435	6319
1877	96522	6270
1878	96596	6220
1879	96673	6170
1880	96731	6119
1881	96775	6067
1882	96817	6015
1883	96858	5963
1884	96900	5911
1885	96947	5860
1886	97026	5810
1887	97144	5762
1888	97199	5711
1889	97239	5659
1890	97280	5607
1891	97320	5555
1892	97363	5503
1893	97401	5451
1894	97443	5399
1895	97485	5347
1896	97530	5295
1897	97571	5243
1898	97623	5192
1899	97685	5141
1900	97760	5091
1901	97805	5039
1902	97854	4987
1903	97897	4936
1904	97942	4884
1905	97988	4832
1906	98035	4780
1907	98082	4729
1908	98157	4679
1909	98304	4632
1910	98394	4582
1911	98492	4533
1912	98567	4482
1913	98618	4431
1914	98662	4379
1915	98711	4327
1916	98757	4275
1917	98819	4224
1918	98905	4174
1919	99030	4126
1920	99117	4076
1921	99200	4025
1922	99254	3974
1923	99424	3927
1924	99498	3876
1925	99564	3825
1926	99633	3774
1927	99708	3723
1928	99759	3671
1929	99804	3619
1930	99845	3567
1931	99895	3515
1932	99966	3464
1933	100033	3413
1934	100116	3363
1935	100158	3311
1936	100208	3259
1937	100252	3207
1938	100296	3155
1939	100346	3103
1940	100408	3052
1941	100559	3003
1942	100680	2953
1943	100726	2901
1944	100766	2849
1945	100805	2797
1946	100855	2745
1947	100898	2693
1948	100938	2641
1949	100983	2589
1950	101035	2537
1951	101080	2485
1952	101141	2434
1953	101206	2382
1954	101268	2330
1955	101312	2279
1956	101360	2227
1957	101429	2175
1958	101534	2125
1959	101589	2073
1960	101645	2021
1961	101798	1971
1962	101956	1921
1963	102075	1871
1964	102148	1819
1965	102194	1767
1966	102246	1715
1967	102319	1663
1968	102369	1611
1969	102438	1559
1970	102506	1508
1971	102582	1456
1972	102638	1404
1973	102707	1352
1974	102781	1301
1975	102968	1250
1976	103046	1198
1977	103093	1146
1978	103136	1094
1979	103176	1042
1980	103226	990
1981	103286	938
1982	103334	885
1983	103384	833
1984	103474	781
1985	103569	730
1986	103660	678
1987	103700	625
1988	103740	573
1989	103784	521
1990	103830	469
1991	103875	417
1992	103921	365
1993	103968	312
1994	104616	262
1995	104729	209
1996	104778	157
1997	104829	104
1998	104873	52
1999	104914	0
